DiseaseCode,DiseaseName,Occurances,Symptoms
C0011206,delirium,68,UMLS:C0424000_feeling suicidal
C0011206,delirium,68,UMLS:C0241526_unresponsiveness
C0011206,delirium,68,UMLS:C0233481_worry
C0011206,delirium,68,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy
C0011206,delirium,68,UMLS:C0233762_hallucinations auditory
C0011206,delirium,68,UMLS:C0438696_suicidal
C0011206,delirium,68,UMLS:C0015967_fever
C0011206,delirium,68,UMLS:C0011991_diarrhea
C0027947,neutropenia,68,UMLS:C1096646_transaminitis
C0027947,neutropenia,68,UMLS:C0038002_splenomegaly
C0027947,neutropenia,68,UMLS:C0028081_night sweat
C0027947,neutropenia,68,UMLS:C0277797_apyrexial
C0027947,neutropenia,68,UMLS:C0221198_lesion
C0027947,neutropenia,68,UMLS:C1260880_snuffle
C0027947,neutropenia,68,UMLS:C0085593_chill
C0027947,neutropenia,68,UMLS:C0010200_cough
C0027947,neutropenia,68,UMLS:C0746619_monoclonal
C0027947,neutropenia,68,UMLS:C0020598_hypocalcemia result
C0027947,neutropenia,68,UMLS:C0028961_oliguria
C0027947,neutropenia,68,UMLS:C0427629_rhd positive
C0027947,neutropenia,68,UMLS:C0476273_distress respiratory
C0020433,hyperbilirubinemia,68,UMLS:C0010520_cyanosis
C0020433,hyperbilirubinemia,68,UMLS:C0231835_tachypnea
C0020433,hyperbilirubinemia,68,UMLS:C0233070_para 1
C0020433,hyperbilirubinemia,68,UMLS:C0428977_bradycardia
C0020433,hyperbilirubinemia,68,UMLS:C0006157_breech presentation
C0020433,hyperbilirubinemia,68,UMLS:C0332601_cushingoid facies^UMLS:C0878661_cushingoid habitus
C0020433,hyperbilirubinemia,68,UMLS:C0010200_cough
C0020433,hyperbilirubinemia,68,UMLS:C0231528_myalgia
C0021400,influenza,68,UMLS:C0242143_uncoordination
C0021400,influenza,68,UMLS:C0015967_fever
C0021400,influenza,68,UMLS:C0008033_pleuritic pain
C0021400,influenza,68,UMLS:C1260880_snuffle
C0021400,influenza,68,UMLS:C0242429_throat sore
C0021400,influenza,68,UMLS:C0231218_malaise
C0021400,influenza,68,UMLS:C0742985_debilitation
C0021400,influenza,68,UMLS:C0436331_symptom aggravating factors
C0021400,influenza,68,UMLS:C0085593_chill
C0021400,influenza,68,UMLS:C0240962_scleral icterus
C0021400,influenza,68,UMLS:C0277873_nasal flaring
C0021400,influenza,68,UMLS:C0013428_dysuria
C0021400,influenza,68,UMLS:C0542073_lip smacking
C0021400,influenza,68,UMLS:C0018681_headache
C0021400,influenza,68,UMLS:C0037383_sneeze
C0021400,influenza,68,UMLS:C0037384_snore
C0021400,influenza,68,UMLS:C0457097_green sputum
C0021400,influenza,68,UMLS:C0392680_shortness of breath
C0021400,influenza,68,UMLS:C0476273_distress respiratory
C0021400,influenza,68,UMLS:C0312422_blackout
C0021400,influenza,68,UMLS:C0277794_extreme exhaustion
C0439857,dependence,67,UMLS:C0728899_intoxication
C0439857,dependence,67,UMLS:C0040822_tremor
C0439857,dependence,67,UMLS:C0085631_agitation
C0439857,dependence,67,UMLS:C0438696_suicidal
C0439857,dependence,67,UMLS:C0237154_homelessness
C0439857,dependence,67,UMLS:C0242453_prostatism
C0439857,dependence,67,UMLS:C0023380_lethargy
C0439857,dependence,67,UMLS:C0036572_seizure
C0439857,dependence,67,UMLS:C0231530_muscle twitch
C0439857,dependence,67,UMLS:C0848340_stuffy nose
C0439857,dependence,67,UMLS:C0150041_feeling hopeless
C0439857,dependence,67,UMLS:C0581911_heavy legs
C0439857,dependence,67,UMLS:C0034642_rale
C0087086,thrombus,67,UMLS:C0086439_hypokinesia
C0087086,thrombus,67,UMLS:C0003123_anorexia
C0087086,thrombus,67,UMLS:C0235396_hypertonicity
C0087086,thrombus,67,UMLS:C0392680_shortness of breath
C0087086,thrombus,67,UMLS:C0239981_hypoalbuminemia
C0087086,thrombus,67,UMLS:C0033774_pruritus
C0087086,thrombus,67,UMLS:C0234233_sore to touch
C0087086,thrombus,67,UMLS:C0578150_hemodynamically stable
C0087086,thrombus,67,UMLS:C0427055_facial paresis
C0087086,thrombus,67,UMLS:C0042963_vomiting
C0087086,thrombus,67,UMLS:C0241252_stool color yellow
C0008325,cholecystitis,66,UMLS:C0859032_moan
C0008325,cholecystitis,66,UMLS:C0027497_nausea
C0008325,cholecystitis,66,UMLS:C0000737_pain abdominal
C0008325,cholecystitis,66,UMLS:C0277977_Murphy's sign
C0008325,cholecystitis,66,UMLS:C0016204_flatulence
C0008325,cholecystitis,66,UMLS:C0232488_colic abdominal
C0008325,cholecystitis,66,UMLS:C0030193_pain
C0008325,cholecystitis,66,UMLS:C0003962_ascites
C0008325,cholecystitis,66,UMLS:C0011991_diarrhea
C0008325,cholecystitis,66,UMLS:C0151878_qt interval prolonged
C0008325,cholecystitis,66,"UMLS:C0425560_cardiovascular
  finding^UMLS:C1320716_cardiovascular event"
C0008325,cholecystitis,66,UMLS:C0541992_groggy
C0008325,cholecystitis,66,UMLS:C0232201_sinus rhythm
C0008325,cholecystitis,66,UMLS:C0425449_gasping for breath
C0008325,cholecystitis,66,UMLS:C0009806_constipation
C0008325,cholecystitis,66,UMLS:C0474505_feces in rectum
C0008325,cholecystitis,66,UMLS:C0702118_abnormally hard consistency
C0019291,hernia hiatal,61,UMLS:C0000737_pain abdominal
C0019291,hernia hiatal,61,UMLS:C0231230_fatigability
C0019291,hernia hiatal,61,UMLS:C0240805_prodrome
C0019291,hernia hiatal,61,UMLS:C0042963_vomiting
C0019291,hernia hiatal,61,UMLS:C0027497_nausea
C0019291,hernia hiatal,61,UMLS:C0231528_myalgia
C0019291,hernia hiatal,61,UMLS:C0020625_hyponatremia
C0019291,hernia hiatal,61,UMLS:C0234233_sore to touch
C0019291,hernia hiatal,61,UMLS:C0858924_general discomfort
C0019291,hernia hiatal,61,UMLS:C0231807_dyspnea on exertion
C0019291,hernia hiatal,61,UMLS:C0232766_asterixis
C0019291,hernia hiatal,61,UMLS:C0744492_guaiac positive
C0019291,hernia hiatal,61,UMLS:C0239832_numbness of hand
C0019291,hernia hiatal,61,UMLS:C0018681_headache
C0019291,hernia hiatal,61,UMLS:C0085636_photophobia
C0149931,migraine disorders,61,UMLS:C0002416_ambidexterity
C0149931,migraine disorders,61,UMLS:C0042963_vomiting
C0149931,migraine disorders,61,UMLS:C0012833_dizziness
C0149931,migraine disorders,61,UMLS:C0028643_numbness
C0149931,migraine disorders,61,UMLS:C0027497_nausea
C0149931,migraine disorders,61,UMLS:C0015967_fever
C0149931,migraine disorders,61,UMLS:C0038002_splenomegaly
C0030312,pancytopenia,61,UMLS:C0020639_hypoproteinemia
C0030312,pancytopenia,61,UMLS:C0015672_fatigue
C0030312,pancytopenia,61,UMLS:C0019080_haemorrhage
C0030312,pancytopenia,61,UMLS:C0231230_fatigability
C0030312,pancytopenia,61,UMLS:C0332601_cushingoid facies^UMLS:C0878661_cushingoid habitus
C0030312,pancytopenia,61,UMLS:C0241252_stool color yellow
C0030312,pancytopenia,61,UMLS:C0232488_colic abdominal
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,UMLS:C0042963_vomiting
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,UMLS:C0027497_nausea
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,UMLS:C0000737_pain abdominal
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,UMLS:C0030193_pain
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,UMLS:C0332601_cushingoid facies^UMLS:C0878661_cushingoid habitus
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,UMLS:C0003962_ascites
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,UMLS:C0205400_thicken
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,UMLS:C0234233_sore to touch
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,UMLS:C0011991_diarrhea
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,UMLS:C0277797_apyrexial
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,UMLS:C0030252_palpitation
C0039239,tachycardia sinus,56,UMLS:C0238705_left atrial hypertrophy
C0039239,tachycardia sinus,56,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased
C0039239,tachycardia sinus,56,UMLS:C0556346_alcohol binge episode
C0039239,tachycardia sinus,56,UMLS:C0438716_pressure chest
C0039239,tachycardia sinus,56,UMLS:C0241158_scar tissue
C0039239,tachycardia sinus,56,"UMLS:C0425560_cardiovascular
  finding^UMLS:C1320716_cardiovascular event"
C0039239,tachycardia sinus,56,UMLS:C0149746_orthostasis
C0039239,tachycardia sinus,56,UMLS:C0392680_shortness of breath
C0039239,tachycardia sinus,56,UMLS:C0520888_t wave inverted
C0039239,tachycardia sinus,56,UMLS:C0042963_vomiting
C0039239,tachycardia sinus,56,UMLS:C0000737_pain abdominal
C1258215,ileus,56,UMLS:C0549483_abscess bacterial
C1258215,ileus,56,UMLS:C0000727_abdomen acute
C1258215,ileus,56,UMLS:C0740844_air fluid level
C1258215,ileus,56,UMLS:C0425491_catching breath
C1258215,ileus,56,UMLS:C0232498_abdominal tenderness
C1258215,ileus,56,UMLS:C0027497_nausea
C1258215,ileus,56,UMLS:C0234233_sore to touch
C1258215,ileus,56,UMLS:C0016204_flatulence
C1258215,ileus,56,UMLS:C0011991_diarrhea
C1258215,ileus,56,UMLS:C0577559_mass of body structure
C1258215,ileus,56,UMLS:C0277797_apyrexial
C1258215,ileus,56,UMLS:C0009806_constipation
C1258215,ileus,56,UMLS:C0205400_thicken
C1258215,ileus,56,UMLS:C0232995_gravida 0
C1258215,ileus,56,UMLS:C0000737_pain abdominal
C0001511,adhesion,57,UMLS:C0016204_flatulence
C0001511,adhesion,57,UMLS:C0030193_pain
C0001511,adhesion,57,UMLS:C0456091_large-for-dates fetus
C0001511,adhesion,57,UMLS:C0233070_para 1
C0001511,adhesion,57,UMLS:C0042963_vomiting
C0001511,adhesion,57,UMLS:C0034079_lung nodule
C0001511,adhesion,57,UMLS:C0006157_breech presentation
C0001511,adhesion,57,UMLS:C0392680_shortness of breath
C0001511,adhesion,57,UMLS:C0043096_decreased body weight
C0001511,adhesion,57,UMLS:C0231441_immobile
C0001511,adhesion,57,UMLS:C1273573_unsteady gait
C0001511,adhesion,57,UMLS:C0233763_hallucinations visual
C0001511,adhesion,57,UMLS:C0424000_feeling suicidal
C0011253,delusion,56,UMLS:C0240233_loose associations
C0011253,delusion,56,UMLS:C0392701_giddy mood
C0011253,delusion,56,UMLS:C0150041_feeling hopeless
C0011253,delusion,56,UMLS:C0085631_agitation
C0011253,delusion,56,UMLS:C0233762_hallucinations auditory
C0011253,delusion,56,UMLS:C0022107_irritable mood
C0011253,delusion,56,UMLS:C0917801_sleeplessness
C0011253,delusion,56,UMLS:C0233647_neologism
C0011253,delusion,56,UMLS:C0455204_homicidal thoughts
C0011253,delusion,56,UMLS:C0578859_disturbed family
C0011253,delusion,56,UMLS:C0233481_worry
C0011253,delusion,56,UMLS:C0231187_decompensation
C0011253,delusion,56,UMLS:C0558089_verbally abusive behavior
C0011253,delusion,56,UMLS:C0007398_catatonia
C0011253,delusion,56,UMLS:C0438696_suicidal
C0011253,delusion,56,UMLS:C0558261_terrify
C0011253,delusion,56,UMLS:C0312422_blackout
C0011253,delusion,56,UMLS:C0424109_weepiness
C0011253,delusion,56,UMLS:C0338656_impaired cognition
C0011253,delusion,56,UMLS:C0022107_irritable mood
C0011253,delusion,56,UMLS:C0085631_agitation
C0233472,affect labile,45,UMLS:C0277794_extreme exhaustion
C0233472,affect labile,45,UMLS:C0917801_sleeplessness
C0233472,affect labile,45,UMLS:C0014394_enuresis
C0233472,affect labile,45,UMLS:C0376405_patient non compliance
C0233472,affect labile,45,UMLS:C0150041_feeling hopeless
C0233472,affect labile,45,UMLS:C0233763_hallucinations visual
C0233472,affect labile,45,UMLS:C0425251_bedridden^UMLS:C0741453_bedridden
C0233472,affect labile,45,UMLS:C0242453_prostatism
